t,t_wall,ax,ay,gravity,gx,gy,psi_dot,delta_dot,t_rel,steer_input,direction,rep,ay_target,swa_calib_deg
429.09615197591484,1781612082.0607858,1.8801300525665283,1.7790716886520386,9.809741973876953,0.0004145870916545391,0.000107384636066854,0.08878135681152344,0.0,1.06,0.20262,left,1,2.0,7.092
429.1061519756913,1781612082.0712955,1.8786810636520386,1.7849637269973755,9.809823036193848,0.000277712446404621,0.00010919024498434737,0.08887867629528046,0.0,1.07,0.20262,left,1,2.0,7.092
429.1161519754678,1781612082.0814166,1.8767577409744263,1.7908928394317627,9.809868812561035,0.00015013413212727755,0.00010963751992676407,0.0889672264456749,0.0,1.08,0.20262,left,1,2.0,7.092
429.1261519752443,1781612082.0919294,1.875841736793518,1.7957028150558472,9.809906959533691,4.17830451624468e-05,0.00010886954260058701,0.08904813230037689,0.0,1.09,0.20262,left,1,2.0,7.092
429.13615197502077,1781612082.1020305,1.8732459545135498,1.8021820783615112,9.810007095336914,-4.058849299326539e-05,0.00010730990470619872,0.08912240713834763,0.0,1.1,0.20262,left,1,2.0,7.092
429.14615197479725,1781612082.11218,1.8717495203018188,1.807091474533081,9.81003189086914,-9.384356962982565e-05,0.0001052477746270597,0.08919113129377365,0.0,1.11,0.20262,left,1,2.0,7.092
429.15615197457373,1781612082.1222763,1.870348572731018,1.8110548257827759,9.810094833374023,-0.00011882599210366607,0.00010289034253219143,0.08925510197877884,0.0,1.12,0.20262,left,1,2.0,7.092
429.1661519743502,1781612082.13234,1.8681706190109253,1.8157262802124023,9.81009578704834,-0.00011811691365437582,0.00010019406909123063,0.08931504189968109,0.0,1.1300000000000001,0.20262,left,1,2.0,7.092
429.1761519741267,1781612082.1428545,1.8667196035385132,1.8195420503616333,9.810099601745605,-9.714119369164109e-05,9.78148018475622e-05,0.08937155455350876,0.0,1.1400000000000001,0.20262,left,1,2.0,7.092
429.1861519739032,1781612082.1533616,1.8649954795837402,1.8227051496505737,9.8101224899292,-6.190391286509112e-05,9.593758295523003e-05,0.08942509442567825,0.0,1.1500000000000001,0.20262,left,1,2.0,7.092
429.19615197367966,1781612082.1634436,1.863156795501709,1.826070785522461,9.810053825378418,-1.8820996046997607e-05,9.4579481810797e-05,0.08947610855102539,0.0,1.16,0.20262,left,1,2.0,7.092
429.20615197345614,1781612082.1741366,1.8615049123764038,1.8282533884048462,9.809950828552246,2.602105996629689e-05,9.363219578517601e-05,0.08952487260103226,0.0,1.17,0.20262,left,1,2.0,7.092
429.2161519732326,1781612082.1843781,1.8597054481506348,1.8312958478927612,9.809953689575195,6.685889820801094e-05,9.358891838928685e-05,0.08957155048847198,0.0,1.18,0.20262,left,1,2.0,7.092
429.2261519730091,1781612082.194784,1.8579127788543701,1.8337953090667725,9.809924125671387,0.00010011996346293017,9.388054604642093e-05,0.08961629867553711,0.0,1.19,0.20262,left,1,2.0,7.092
429.2361519727856,1781612082.205298,1.856224536895752,1.836201786994934,9.809836387634277,0.0001230908528668806,9.469791984884068e-05,0.08965921401977539,0.0,1.2,0.20262,left,1,2.0,7.092
429.2461519725621,1781612082.2164922,1.8547877073287964,1.8389277458190918,9.809805870056152,0.00013507889525499195,9.583198698237538e-05,0.08970040827989578,0.0,1.21,0.20262,left,1,2.0,7.092
429.25615197233856,1781612082.2260108,1.8526890277862549,1.841626524925232,9.809845924377441,0.00013691607455257326,9.722635877551511e-05,0.08973992615938187,0.0,1.22,0.20262,left,1,2.0,7.092
429.26615197211504,1781612082.2365146,1.851433277130127,1.8439218997955322,9.809723854064941,0.0001293318928219378,9.842942381510511e-05,0.08977770805358887,0.0,1.23,0.20262,left,1,2.0,7.092
429.2761519718915,1781612082.24703,1.8492642641067505,1.8472307920455933,9.80974006652832,0.00011517926031956449,9.98455798253417e-05,0.08981432020664215,0.0,1.24,0.20262,left,1,2.0,7.092
429.286151971668,1781612082.2570655,1.8479357957839966,1.8490371704101562,9.809835433959961,9.636328468332067e-05,0.00010122582170879468,0.08984960615634918,0.0,1.25,0.20262,left,1,2.0,7.092
429.2961519714445,1781612082.268111,1.8458993434906006,1.8523777723312378,9.809795379638672,7.573910261271521e-05,0.00010209527681581676,0.08988376706838608,0.0,1.26,0.20262,left,1,2.0,7.092
